NFCSID,A1,Retirement_Account,Contribute_Retirement,Own_Stocks,B2_2,Own_MutualFunds,Own_ETFs,Own_Annuities,B2_7,B2_20,Own_REITs,B2_22,B2_23,B2_24,B2_25,B3,B4,B5,B6,B20,B21,Risk_Tolerance,B11,B23,B24,B25,B26,C20_1,C20_2,C20_3,C20_4,C20_5,Advisor_Approval,C22_1,C22_2,C22_3,C22_4,C23_1,C23_2,C23_3,C23_4,C24,Fee_Confidence,C26,C7,Market_Confidence_LongTerm,Market_Fairness_Confidence,D2,Market_Performance,D20,D21,D4,E1_1,E20,E5,E6,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F1_8,F1_9,F2_1,F2_2,F2_5,F2_6,F2_20,F2_21,F2_22,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7,F3_8,F4,F5,F20,Investing_Comfort,Financial_Comfort,G20,Stock_Ownership_Knowledge,G5,Stock_vs_Bond_Knowledge,Financial_Knowledge_TrueFalse,G21,Risk_Perception_Knowledge,G22,G11,G12,G13,H2,H3,WGT1,Gender,Age Group,Ethnicity,Education,Annual Income,Investing_Comfort_score,Financial_Comfort_score,Market_Confidence_LongTerm_score,Market_Fairness_Confidence_score,Fee_Confidence_score,Own_Stocks_score,Own_MutualFunds_score,Own_ETFs_score,Own_Annuities_score,Own_REITs_score,Retirement_Account_score,Contribute_Retirement_score,Risk_Tolerance_score,Market_Performance_score,Advisor_Approval_score,Stock_Ownership_Knowledge_score,Stock_vs_Bond_Knowledge_score,Financial_Knowledge_TrueFalse_score,Risk_Perception_Knowledge_score,Total_Score,FinLit_Level
2018018094,Primary decision-maker,2,1,1,No,1,2,1,No,No,2,No,No,No,No,None,"$500,000 to < $1,000,000",No,No Response Given,No Response Given,No,3,Less than half,Yes,Extremely risky,No,No,Frequently,Never,Never,Never,Never,1.0,Frequently,Never,Never,Never,No,No,Yes,No,Less than 0.5%,7.0,No,No,10,10,5% to 9.9%,2,Neither,Neither,1 - Strongly disagree,10 - Extremely confident,Yes,Both,Paper mail,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,4,4,7 - Strongly agree,1,Lent money to the company,2,1,False,1,Less risky short term,Can be tax-free,Don't know,Sell before peak,No,No,0.609443224,1,3,1,2,1,4,4,10,10,7.0,3,3,1,2,1,1,3,2,3,5.0,2,2,2,2,67.0,Average
2018018113,Primary decision-maker,1,1,2,No,1,2,2,No,No,2,No,No,No,No,1 to 3 times,"$25,000 to < $50,000",Don't know,No Response Given,No Response Given,Don't know,2,Less than half,Yes,Extremely risky,No,No,Never,Never,Frequently,Never,Never,No Response Given,Never,Never,Frequently,Never,No,Don't know,Don't know,Don't know,Don't know,No Response Given,Don't know,No,5,3,5% to 9.9%,2,Neither,Don't know,2,3,No,Both,Access on Internet,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,5,3,4 - Neither agree nor disagree,1,Lent money to the company,3,2,False,98,Less risky short term,Don't know,Don't know,Sell borrowed shares,Yes,Yes,0.874876747,1,2,1,2,3,5,3,5,3,No Response Given,1,3,1,1,1,3,3,4,3,No Response Given,2,0,0,0,38.0,Below Average
2018018136,Primary decision-maker,1,1,1,Yes,1,1,2,No,No,2,Yes,No,No,No,11 times or more,"$500,000 to < $1,000,000",Yes,No,No Response Given,No,3,More than half,Yes,Extremely risky,No,No,Never,Sometimes,Frequently,Never,Never,No Response Given,Sometimes,Sometimes,Frequently,Never,No,Yes,No,No,Do not pay any fees,10.0,No,No,9,9,5% to 9.9%,2,Neither,Neither,2,7,Yes,Both,Email delivery,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,8,6,6,1,Lent money to the company,2,2,False,1,Lower fees/expenses,Can be tax-free,$500,Sell borrowed shares,No,No,0.609443224,1,3,2,2,3,8,6,9,9,10.0,3,3,3,1,1,3,3,2,3,No Response Given,2,2,0,2,70.0,High
2018018138,Share decision-making,1,1,1,No,2,1,1,No,Yes,2,No,Yes,Don't know,Don't know,4 to 10 times,"$250,000 to < $500,000",Yes,No,No Response Given,No,3,More than half,Yes,Moderately risky,No,No,Frequently,Frequently,Sometimes,Never,Never,2.0,Never,Sometimes,Frequently,Never,Yes,Yes,No,Yes,1% to < 2%,9.0,No,No,9,7,10% to 14.9%,2,Neither,Buy,5,7,No,Both,Paper mail,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,Yes,No Response Given,8,5,5,1,Lent money to the company,3,1,False,1,Don't know,Don't know,Don't know,Sell at a loss,Yes,Yes,0.910655279,1,3,1,1,2,8,5,9,7,9.0,3,1,3,2,1,3,3,2,3,3.0,2,0,2,2,68.0,Average
2018018144,Primary decision-maker,1,1,1,No,2,2,2,No,No,2,No,No,No,No,None,"Less than $2,000",Don't know,No Response Given,No Response Given,No,3,More than half,Yes,Don't know,No,No,Never,Never,Never,Never,Never,No Response Given,Never,Never,Never,Never,No,No,No,No,Do not pay any fees,10.0,No,No,7,5,Don't know,2,Neither,Neither,5,5,Yes,Protecting investors,Paper mail,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No Response Given,No Response Given,No Response Given,7,4,7 - Strongly agree,1,Don't know,98,2,True,1,Less risky short term,Don't know,$250,Sell before peak,Yes,Yes,0.609443224,2,3,2,2,1,7,4,7,5,10.0,3,1,1,1,1,3,3,2,3,No Response Given,2,0,0,2,55.0,Average
2018018152,Primary decision-maker,1,1,1,Yes,1,1,1,Yes,Yes,2,No,No,No,No,4 to 10 times,"$250,000 to < $500,000",Yes,No,No Response Given,Don't know,3,More than half,Yes,Extremely risky,No,No,Sometimes,Frequently,Frequently,Never,Never,1.0,Sometimes,Sometimes,Sometimes,Never,No,Yes,Yes,Yes,0.5% to < 1%,7.0,Yes,No,9,4,5% to 9.9%,2,Neither,Don't know,6,7,Yes,Both,Paper mail,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No Response Given,Yes,No,8,7,6,1,Lent money to the company,2,1,False,1,Lower fees/expenses,Can be tax-free,$250,Sell at a loss,Yes,Yes,0.609443224,1,3,1,2,2,8,7,9,4,7.0,3,3,3,2,1,3,3,2,3,5.0,2,2,2,2,71.0,High
2018018154,Primary decision-maker,1,1,1,No,2,2,2,No,No,2,No,No,No,No,4 to 10 times,"$250,000 to < $500,000",Yes,No,No Response Given,No,2,More than half,Yes,Moderately risky,No,Yes,Never,Frequently,Frequently,Never,Never,No Response Given,Never,Sometimes,Frequently,Frequently,No,Yes,No,Yes,Do not pay any fees,3.0,No,No,6,4,5% to 9.9%,2,Bought,Buy,4 - Neither agree nor disagree,3,No,Protecting institutions,Paper mail,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,7,6,6,1,Lent money to the company,2,2,True,1,Don't know,Lower risk,Don't know,Don't know,Yes,Yes,0.874876747,2,2,1,2,2,7,6,6,4,3.0,3,1,1,1,1,3,3,4,3,No Response Given,2,2,0,2,52.0,Average
2018018192,Primary decision-maker,2,1,1,No,2,2,2,No,No,2,Yes,No,No,No,11 times or more,"Less than $2,000",No,No Response Given,No Response Given,No,2,Less than half,Yes,Don't know,No,No,Never,Frequently,Frequently,Never,Never,No Response Given,Never,Never,Frequently,Never,No,Yes,No,No,Don't know,No Response Given,No,No,8,1,Don't know,3,Neither,Neither,1 - Strongly disagree,1 - Not at all confident,No,Protecting investors,Don't know,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,No Response Given,8,6,5,1,Lent money to the company,2,2,False,1,Don't know,Can be tax-free,$0,Sell borrowed shares,No,Yes,0.910655279,1,3,1,1,2,8,6,8,1,No Response Given,3,1,1,1,1,1,3,4,5,No Response Given,2,2,0,2,49.0,Below Average
2018018205,Primary decision-maker,1,1,1,No,1,98,2,No,Yes,2,No,No,No,No,None,"$100,000 to < $250,000",Don't know,No Response Given,No Response Given,Don't know,3,Less than half,No,No Response Given,No Response Given,No Response Given,Frequently,Never,Never,Never,Never,2.0,Never,Never,Never,Never,Don't know,Don't know,Don't know,Don't know,Don't know,No Response Given,No,No,7,7,Don't know,2,Don't know,Sell,7 - Strongly agree,9,No,Protecting investors,Paper mail,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Response Given,No Response Given,No Response Given,8,2,2,1,Don't know,3,1,Don't know,4,Don't know,Can be tax-free,$250,Sell at a loss,Yes,Yes,1.493157591,1,2,2,1,2,8,2,7,7,No Response Given,3,3,0,1,1,3,3,2,3,3.0,2,0,2,0,50.0,Average
2018018226,Share decision-making,1,1,1,Yes,1,2,98,Don't know,Yes,98,No,No,No,No,1 to 3 times,"$250,000 to < $500,000",Yes,Don't know,No Response Given,No,4,Less than half,Yes,Moderately risky,No,Don't know,Frequently,Sometimes,Sometimes,Never,Never,1.0,Sometimes,Sometimes,Never,Never,No,Don't know,Don't know,No,Less than 0.5%,10.0,Yes,No,10,8,5% to 9.9%,3,Neither,Neither,1 - Strongly disagree,10 - Extremely confident,Yes,Both,In-person meeting,Yes,No,Prefer not to say,Yes,No,Yes,Don't know,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,10,7,7 - Strongly agree,4,Don't know,1,1,False,98,Less risky short term,Can be tax-free,$500,Sell at a loss,Yes,No,0.874876747,2,2,2,2,3,10,7,10,8,10.0,3,3,1,0,0,3,3,1,5,5.0,0,0,2,0,71.0,High
2018018234,Share decision-making,2,1,1,No,1,1,1,No,No,1,No,No,No,No,None,"$250,000 to < $500,000",Don't know,No Response Given,No Response Given,No,3,More than half,Yes,Extremely risky,No,Don't know,Frequently,Never,Sometimes,Never,Never,1.0,Frequently,Never,Never,Never,No,Yes,Don't know,Yes,Don't know,No Response Given,Yes,No,7,6,5% to 9.9%,2,Neither,Don't know,3,8,Yes,Protecting investors,Paper mail,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,3,3,6,2,Own a part of the company,2,98,True,1,Less risky short term,Lower risk,$250,Don't know,No,Yes,0.910655279,1,3,1,1,2,3,3,7,6,No Response Given,3,3,3,2,3,1,3,2,3,5.0,0,2,0,2,51.0,Average
2018018242,Primary decision-maker,1,1,1,Yes,1,2,1,Yes,Yes,1,No,No,No,No,11 times or more,"$250,000 to < $500,000",Yes,No,No Response Given,Yes,2,Less than half,Yes,Moderately risky,Yes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,2.0,Sometimes,Sometimes,Sometimes,Sometimes,Yes,Yes,Yes,Yes,1% to < 2%,7.0,Yes,Yes,8,8,5% to 9.9%,2,Bought,Buy,5,8,Yes,Both,Email delivery,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No Response Given,Yes,7,5,6,2,Lent money to the company,2,2,True,4,Lower fees/expenses,Greater demand,$0,Sell at a loss,Yes,No,0.874876747,1,2,1,2,3,7,5,8,8,7.0,3,3,1,2,3,3,3,4,3,3.0,0,2,0,0,65.0,Average
2018018246,Primary decision-maker,1,1,1,Don't know,1,2,98,Don't know,No,98,Don't know,Don't know,No,Don't know,Don't know,"$100,000 to < $250,000",Don't know,No Response Given,No Response Given,Yes,3,More than half,No,No Response Given,No Response Given,No Response Given,Frequently,Sometimes,Sometimes,Never,Never,1.0,Sometimes,Never,Never,Never,No,No,No,Yes,0.5% to < 1%,5.0,No,No,4,4,5% to 9.9%,2,Neither,Buy,2,3,No,Protecting institutions,In-person meeting,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No Response Given,No,No,4,2,4 - Neither agree nor disagree,2,Don't know,2,1,True,5,Don't know,Lower risk,$0,Sell at a loss,Yes,Yes,0.874876747,2,2,1,2,1,4,2,4,4,5.0,3,3,1,0,0,3,3,2,3,5.0,0,2,2,0,46.0,Below Average
2018018263,Primary decision-maker,1,1,1,No,2,2,2,No,Yes,2,No,No,No,No,4 to 10 times,"$250,000 to < $500,000",Yes,No,No Response Given,No,3,More than half,Yes,Very risky,No,No,Never,Sometimes,Frequently,Frequently,Never,No Response Given,Never,Never,Frequently,Never,No,Yes,No,Yes,Less than 0.5%,7.0,No,No,8,4,5% to 9.9%,2,Bought,Neither,3,6,No,Both,Paper mail,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No Response Given,No,No Response Given,8,5,6,1,Lent money to the company,2,1,False,1,Less risky short term,Lower risk,$0,Sell soon after buying,No,Yes,0.609443224,1,3,1,2,2,8,5,8,4,7.0,3,1,1,1,1,3,3,2,3,No Response Given,2,2,2,2,58.0,Average
2018018270,Primary decision-maker,1,1,1,Yes,1,2,1,No,Yes,2,No,No,No,No,11 times or more,"$250,000 to < $500,000",Yes,Yes,No,Yes,2,More than half,Yes,Moderately risky,No,Yes,Sometimes,Frequently,Frequently,Frequently,Frequently,1.0,Sometimes,Sometimes,Frequently,Frequently,Yes,Yes,Yes,Yes,2% to < 4%,8.0,Yes,No,9,8,10% to 14.9%,2,Neither,Sell,7 - Strongly agree,9,Yes,Both,Email delivery,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Don't know,No,No Response Given,Yes,No Response Given,9,6,6,1,Own a part of the company,2,2,True,1,Lower fees/expenses,Can be tax-free,Don't know,Sell before peak,Yes,Yes,1.493157591,2,2,1,1,3,9,6,9,8,8.0,3,3,1,2,1,3,3,4,3,5.0,2,2,0,2,74.0,High
2018018274,Share decision-making,1,1,1,No,2,2,2,No,Yes,2,No,No,No,No,None,"$100,000 to < $250,000",Yes,No,No Response Given,Yes,3,Less than half,Yes,Very risky,No,No,Never,Sometimes,Sometimes,Sometimes,Sometimes,No Response Given,Never,Sometimes,Frequently,Never,Don't know,Yes,No,No,1% to < 2%,7.0,Yes,No,8,8,Don't know,2,Neither,Buy,7 - Strongly agree,8,Yes,Both,Paper mail,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No Response Given,Yes,No,7,5,7 - Strongly agree,1,Lent money to the company,98,1,True,98,Less likely to decline,Don't know,$250,Sell at a loss,Yes,Yes,0.910655279,2,3,2,1,2,7,5,8,8,7.0,3,1,1,1,1,3,3,2,3,No Response Given,2,0,2,0,57.0,Average
2018018276,Primary decision-maker,1,1,1,No,2,2,2,No,No,2,No,No,No,No,4 to 10 times,"$5,000 to < $10,000",Yes,Yes,Yes,Yes,1,More than half,Yes,Moderately risky,Yes,Yes,Don't know,Don't know,Sometimes,Sometimes,Frequently,No Response Given,Sometimes,Sometimes,Sometimes,Sometimes,Yes,Yes,Yes,No,1% to < 2%,5.0,Yes,Yes,10,5,5% to 9.9%,3,Neither,Sell,7 - Strongly agree,5,No,Both,Access on Internet,Yes,No,No,Don't know,Don't know,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No Response Given,No Response Given,No Response Given,6,5,4 - Neither agree nor disagree,3,Liable for debts,3,98,Don't know,1,Less risky short term,Can be tax-free,$500,Sell soon after buying,Yes,Yes,1.566607663,1,1,1,2,2,6,5,10,5,5.0,3,1,1,1,1,3,3,5,5,No Response Given,0,0,0,2,56.0,Average
2018018281,Share decision-making,1,1,2,No,1,2,1,No,No,2,No,No,No,No,1 to 3 times,"$100,000 to < $250,000",No,No Response Given,No Response Given,Don't know,4,More than half,Yes,Extremely risky,No,No,Frequently,Frequently,Sometimes,Never,Never,1.0,Frequently,Frequently,Never,Never,No,No,No,No,Do not pay any fees,10.0,Yes,No,8,8,Don't know,2,Neither,Neither,4 - Neither agree nor disagree,8,Yes,Both,In-person meeting,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No Response Given,No,No Response Given,8,5,5,1,Lent money to the company,2,1,True,1,Lower fees/expenses,Can be tax-free,$250,Sell borrowed shares,No,Yes,0.609443224,1,3,1,2,1,8,5,8,8,10.0,1,3,1,2,1,3,3,1,3,5.0,2,2,2,2,70.0,High
2018018283,Share decision-making,1,1,1,Yes,1,1,1,Yes,Yes,98,Don't know,Don't know,Don't know,Don't know,Prefer not to say,"$250,000 to < $500,000",Prefer not to say,No Response Given,No Response Given,Yes,4,Prefer not to say,Yes,Don't know,No,No,Sometimes,Never,Sometimes,Never,Frequently,1.0,Sometimes,Sometimes,Sometimes,Don't know,No,No,Yes,No,Don't know,No Response Given,No,Yes,6,5,Don't know,3,Don't know,Prefer not to say,4 - Neither agree nor disagree,6,Don't know,Neither,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Don't know,Don't know,Don't know,Prefer not to say,Don't know,Don't know,No,No,No,No,No,No,No,Don't know,Don't know,Don't know,Yes,Don't know,Yes,Don't know,Don't know,No Response Given,No,No Response Given,7,6,4 - Neither agree nor disagree,99,Prefer not to say,1,98,True,98,Less risky short term,Don't know,Don't know,Sell soon after buying,Yes,Yes,2.714459446,2,1,2,1,2,7,6,6,5,No Response Given,3,3,3,2,0,3,3,1,5,5.0,0,0,0,0,52.0,Average
2018018291,Primary decision-maker,1,1,2,No,1,2,2,No,No,2,No,No,No,No,4 to 10 times,"$50,000 to < $100,000",Don't know,No Response Given,No Response Given,No,2,More than half,Yes,Very risky,No,No,Sometimes,Never,Frequently,Frequently,Sometimes,2.0,Never,Sometimes,Frequently,Never,Don't know,Yes,Yes,Yes,0.5% to < 1%,9.0,No,No,6,5,5% to 9.9%,98,Bought,Buy,4 - Neither agree nor disagree,3,No,Protecting institutions,Access on Internet,No,Don't know,Don't know,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Don't know,Yes,Yes,No,No,Don't know,No Response Given,Yes,No Response Given,5,3,5,2,Don't know,2,98,False,1,Lower fees/expenses,Lower risk,$500,Sell borrowed shares,Yes,Yes,0.874876747,1,2,2,2,2,5,3,6,5,9.0,1,3,1,1,1,3,3,4,0,3.0,0,2,0,2,52.0,Average
2018018312,Primary decision-maker,1,1,1,No,1,1,2,No,No,2,No,No,No,No,11 times or more,"$100,000 to < $250,000",Yes,Yes,Yes,No,3,More than half,Yes,Very risky,No,Yes,Sometimes,Frequently,Sometimes,Frequently,Sometimes,1.0,Sometimes,Frequently,Frequently,Sometimes,Yes,Yes,Yes,Yes,2% to < 4%,9.0,Yes,No,9,10,10% to 14.9%,3,Neither,Sell,6,8,Yes,Both,Paper mail,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,9,6,7 - Strongly agree,1,Lent money to the company,1,1,True,1,Less likely to decline,Lower risk,$500,Sell before peak,Yes,Yes,0.609443224,1,3,1,2,2,9,6,9,10,9.0,3,3,3,1,1,3,3,2,5,5.0,2,0,2,2,78.0,High
2018018320,Primary decision-maker,1,1,1,No,2,2,2,No,Yes,2,No,No,No,No,None,"$100,000 to < $250,000",No,No Response Given,No Response Given,No,3,More than half,No,No Response Given,No Response Given,No Response Given,Never,Sometimes,Frequently,Never,Never,No Response Given,Never,Sometimes,Never,Never,No,No,No,No,Do not pay any fees,9.0,No,No,8,8,0% to 4.9%,2,Neither,Neither,5,7,Don't know,Both,Paper mail,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,7,4,5,2,Don't know,1,1,False,1,Less likely to decline,Can be tax-free,$250,Sell before peak,No,Yes,0.609443224,1,3,1,2,2,7,4,8,8,9.0,3,1,1,1,1,3,3,2,3,No Response Given,0,0,2,2,58.0,Average
2018018341,Primary decision-maker,1,1,1,No,1,2,2,No,No,2,No,No,Yes,No,4 to 10 times,"$100,000 to < $250,000",Don't know,No Response Given,No Response Given,Don't know,2,More than half,Yes,Extremely risky,No,No,Never,Sometimes,Frequently,Never,Never,No Response Given,Never,Sometimes,Frequently,Never,No,Yes,Yes,Yes,Less than 0.5%,5.0,No,No,8,2,20% or more,3,Neither,Don't know,1 - Strongly disagree,4,No,Both,Paper mail,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,No Response Given,8,5,7 - Strongly agree,1,Lent money to the company,2,1,True,1,Don't know,Can be tax-free,$0,Sell borrowed shares,Yes,Yes,0.609443224,2,3,1,2,2,8,5,8,2,5.0,3,3,1,1,1,3,3,4,5,No Response Given,2,2,2,2,60.0,Average
2018018353,Share decision-making,1,1,1,Yes,1,2,2,No,No,2,No,No,No,No,4 to 10 times,"$500,000 to < $1,000,000",Don't know,No Response Given,No Response Given,No,3,More than half,Yes,Extremely risky,No,No,Frequently,Frequently,Sometimes,Never,Never,2.0,Sometimes,Sometimes,Never,Never,No,Yes,No,Yes,1% to < 2%,9.0,Yes,No,8,8,5% to 9.9%,2,Neither,Neither,2,7,Yes,Both,In-person meeting,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,8,5,6,2,Lent money to the company,2,2,True,2,Don't know,Can be tax-free,$500,Sell borrowed shares,Yes,Yes,0.910655279,2,3,1,1,2,8,5,8,8,9.0,3,3,1,1,1,3,3,2,3,3.0,0,2,0,0,63.0,Average
2018018363,Share decision-making,1,1,1,No,1,1,2,No,Yes,2,No,No,No,No,4 to 10 times,"$250,000 to < $500,000",Don't know,No Response Given,No Response Given,Don't know,2,More than half,Yes,Slightly risky,No,No,Sometimes,Sometimes,Frequently,Never,Never,2.0,Sometimes,Sometimes,Frequently,Never,Yes,Yes,Yes,Yes,0.5% to < 1%,9.0,Yes,Don't know,8,8,5% to 9.9%,98,Bought,Neither,4 - Neither agree nor disagree,6,Don't know,Both,Don't know,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,9,6,7 - Strongly agree,1,Don't know,98,1,True,1,Less risky short term,Can be tax-free,$0,Sell at a loss,Yes,Yes,0.910655279,2,3,1,1,2,9,6,8,8,9.0,3,3,3,1,1,3,3,4,0,3.0,2,0,2,2,70.0,High
2018018365,Share decision-making,1,1,1,No,2,2,2,No,No,2,No,No,No,No,1 to 3 times,"Less than $2,000",Don't know,No Response Given,No Response Given,No,4,Less than half,Yes,Moderately risky,No,Yes,Never,Never,Sometimes,Never,Frequently,No Response Given,Never,Never,Never,Frequently,No,No,No,No,Do not pay any fees,6.0,No,No,4,4,5% to 9.9%,2,Neither,Buy,2,4,No,Both,Email delivery,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No Response Given,No Response Given,No Response Given,4,3,2,1,Can vote on shareholder resolutions,3,98,True,5,Less likely to decline,Don't know,$500,Sell before peak,Yes,No,1.566607663,2,1,1,2,1,4,3,4,4,6.0,3,1,1,1,1,3,3,1,3,No Response Given,2,0,0,0,40.0,Below Average
2018018366,Share decision-making,1,1,1,Yes,1,1,2,No,No,1,No,No,No,No,1 to 3 times,"$250,000 to < $500,000",No,No Response Given,No Response Given,Don't know,3,More than half,Yes,Moderately risky,No,No,Frequently,Sometimes,Sometimes,Never,Never,1.0,Frequently,Never,Never,Never,No,No,Yes,Yes,1% to < 2%,6.0,Yes,No,5,5,5% to 9.9%,2,Bought,Buy,7 - Strongly agree,5,Don't know,Protecting institutions,Paper mail,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,6,5,5,1,Lent money to the company,2,1,False,1,Less risky short term,Can be tax-free,$0,Sell borrowed shares,Yes,Yes,0.874876747,1,2,1,2,3,6,5,5,5,6.0,3,3,3,1,3,3,3,2,3,5.0,2,2,2,2,64.0,Average
2018018372,Share decision-making,2,1,1,No,2,1,2,No,Yes,2,No,No,No,No,1 to 3 times,"$50,000 to < $100,000",Yes,Yes,No,No,1,More than half,No,No Response Given,No Response Given,No Response Given,Frequently,Sometimes,Sometimes,Sometimes,Frequently,1.0,Sometimes,Frequently,Frequently,Frequently,No,Yes,No,Yes,4% or more,9.0,Yes,Yes,8,10,10% to 14.9%,3,Sold,Sell,7 - Strongly agree,8,Yes,Protecting investors,In-person meeting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,8,6,7 - Strongly agree,1,Own a part of the company,2,1,True,1,Less risky short term,Lower risk,$250,Sell before peak,Yes,Yes,0.874876747,2,2,1,2,2,8,6,8,10,9.0,3,1,3,1,1,1,3,5,5,5.0,2,2,2,2,77.0,High
2018018373,Primary decision-maker,1,1,1,No,1,2,2,No,Yes,2,No,No,No,No,1 to 3 times,"$2,000 to < $5,000",No,No Response Given,No Response Given,No,3,More than half,Yes,Extremely risky,No,No,Never,Sometimes,Sometimes,Never,Never,No Response Given,Never,Sometimes,Sometimes,Never,No,No,Yes,Yes,0.5% to < 1%,7.0,No,No,8,6,5% to 9.9%,2,Bought,Don't know,4 - Neither agree nor disagree,3,Yes,Both,Paper mail,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No Response Given,No,No Response Given,7,5,6,1,Lent money to the company,2,2,Don't know,1,Less likely to decline,Can be tax-free,$500,Don't know,Yes,No,0.874876747,1,2,1,2,1,7,5,8,6,7.0,3,3,1,1,1,3,3,2,3,No Response Given,2,2,0,2,59.0,Average
2018018374,Share decision-making,1,1,1,No,2,2,2,No,Yes,2,No,No,No,No,None,"$5,000 to < $10,000",No,No Response Given,No Response Given,No,2,More than half,No,No Response Given,No Response Given,No Response Given,Never,Never,Frequently,Never,Never,No Response Given,Never,Never,Frequently,Never,No,Don't know,No,No,Do not pay any fees,10.0,No,No,7,5,0% to 4.9%,98,Neither,Neither,1 - Strongly disagree,9,Don't know,Both,Email delivery,No,No,Yes,Don't know,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,7,4,4 - Neither agree nor disagree,1,Lent money to the company,2,1,True,1,Lower fees/expenses,Lower risk,$250,Sell at a loss,No,Yes,0.609443224,1,3,1,2,2,7,4,7,5,10.0,3,1,1,1,1,3,3,4,0,No Response Given,2,2,2,2,58.0,Average
